age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,poutcome,Bank deposit(target)
56,management,divorced,tertiary,no,66.0,no,yes,cellular,30.0,jul,72.0,4.0,-1.0,unknown,no
56,services,married,secondary,no,5486.0,yes,no,cellular,30.0,jul,251.0,3.0,-1.0,unknown,no
56,unemployed,divorced,tertiary,no,0.0,yes,no,cellular,30.0,jul,1259.0,6.0,-1.0,unknown,no
56,technician,divorced,unknown,no,1939.0,yes,no,cellular,30.0,jul,121.0,3.0,-1.0,unknown,no
56,unemployed,married,unknown,no,846.0,yes,no,telephone,30.0,jul,213.0,7.0,-1.0,unknown,no
56,management,married,secondary,no,208.0,no,yes,telephone,31.0,jul,84.0,6.0,-1.0,unknown,no
56,technician,married,unknown,no,689.0,no,no,cellular,31.0,jul,232.0,2.0,-1.0,unknown,no
56,entrepreneur,divorced,tertiary,no,3846.0,no,no,cellular,31.0,jul,86.0,7.0,-1.0,unknown,no
56,retired,married,secondary,no,0.0,no,no,telephone,31.0,jul,45.0,2.0,-1.0,unknown,no
56,technician,divorced,tertiary,no,1593.0,yes,no,cellular,31.0,jul,434.0,4.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,1362.0,no,no,telephone,31.0,jul,345.0,1.0,-1.0,unknown,no
56,technician,married,tertiary,no,1476.0,no,no,telephone,31.0,jul,40.0,3.0,-1.0,unknown,no
56,technician,married,tertiary,yes,-736.0,no,no,cellular,31.0,jul,258.0,8.0,-1.0,unknown,no
56,admin.,married,secondary,no,2796.0,no,no,telephone,31.0,jul,39.0,3.0,-1.0,unknown,no
56,blue-collar,married,primary,no,2163.0,no,no,telephone,31.0,jul,31.0,3.0,-1.0,unknown,no
56,services,married,tertiary,no,3480.0,no,no,cellular,4.0,aug,124.0,1.0,-1.0,unknown,no
56,blue-collar,married,primary,no,136.0,no,no,cellular,4.0,aug,270.0,1.0,-1.0,unknown,no
56,retired,married,secondary,no,277.0,no,no,cellular,4.0,aug,143.0,1.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,302.0,no,yes,cellular,4.0,aug,378.0,2.0,-1.0,unknown,no
56,retired,divorced,secondary,no,-166.0,no,yes,cellular,4.0,aug,370.0,2.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,276.0,no,no,cellular,5.0,aug,269.0,1.0,-1.0,unknown,no
56,technician,married,secondary,no,203.0,yes,no,cellular,5.0,aug,335.0,3.0,-1.0,unknown,no
56,retired,married,secondary,no,364.0,no,no,cellular,5.0,aug,105.0,1.0,-1.0,unknown,no
56,retired,married,secondary,no,388.0,yes,no,cellular,5.0,aug,80.0,1.0,-1.0,unknown,no
56,technician,divorced,secondary,no,146.0,yes,no,cellular,5.0,aug,419.0,3.0,-1.0,unknown,yes
56,retired,married,secondary,no,753.0,no,yes,cellular,6.0,aug,314.0,6.0,-1.0,unknown,no
56,management,married,tertiary,no,1483.0,no,no,cellular,6.0,aug,46.0,4.0,-1.0,unknown,no
56,retired,married,secondary,no,0.0,no,no,cellular,6.0,aug,113.0,3.0,-1.0,unknown,no
56,services,married,secondary,yes,-8.0,no,no,cellular,6.0,aug,159.0,2.0,-1.0,unknown,no
56,housemaid,single,primary,no,801.0,no,no,cellular,6.0,aug,931.0,4.0,-1.0,unknown,no
56,services,married,secondary,no,144.0,no,no,cellular,6.0,aug,184.0,2.0,-1.0,unknown,no
56,retired,married,primary,no,334.0,no,no,cellular,6.0,aug,128.0,2.0,-1.0,unknown,no
56,retired,married,secondary,no,0.0,no,yes,cellular,7.0,aug,110.0,4.0,-1.0,unknown,no
56,management,married,tertiary,no,3120.0,yes,no,cellular,7.0,aug,666.0,2.0,-1.0,unknown,no
56,management,married,tertiary,no,79.0,no,no,cellular,7.0,aug,82.0,2.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,317.0,no,no,cellular,7.0,aug,112.0,7.0,-1.0,unknown,no
56,technician,married,secondary,no,1093.0,no,no,cellular,7.0,aug,89.0,4.0,-1.0,unknown,no
56,self-employed,married,secondary,no,445.0,no,no,cellular,7.0,aug,59.0,2.0,-1.0,unknown,no
56,services,married,secondary,no,4719.0,yes,yes,cellular,7.0,aug,82.0,4.0,-1.0,unknown,no
56,retired,married,secondary,no,255.0,no,no,cellular,7.0,aug,481.0,1.0,-1.0,unknown,no
56,blue-collar,married,primary,no,1214.0,no,yes,cellular,7.0,aug,105.0,1.0,-1.0,unknown,no
56,retired,married,secondary,no,1956.0,no,no,cellular,7.0,aug,126.0,2.0,-1.0,unknown,no
56,retired,married,primary,no,3149.0,no,no,cellular,7.0,aug,142.0,3.0,-1.0,unknown,no
56,blue-collar,married,primary,no,0.0,no,no,cellular,7.0,aug,152.0,6.0,-1.0,unknown,no
56,retired,married,secondary,no,654.0,no,yes,cellular,7.0,aug,93.0,4.0,-1.0,unknown,no
56,management,divorced,tertiary,no,66721.0,no,no,cellular,8.0,aug,442.0,2.0,-1.0,unknown,no
56,services,married,secondary,no,750.0,no,yes,cellular,11.0,aug,92.0,3.0,-1.0,unknown,no
56,management,married,tertiary,no,705.0,no,yes,cellular,11.0,aug,86.0,2.0,-1.0,unknown,no
56,technician,married,secondary,no,944.0,no,no,cellular,11.0,aug,172.0,4.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,2750.0,no,no,cellular,11.0,aug,115.0,2.0,-1.0,unknown,no
56,retired,married,secondary,no,646.0,no,no,cellular,11.0,aug,164.0,2.0,-1.0,unknown,no
56,housemaid,married,unknown,no,1780.0,no,no,cellular,11.0,aug,111.0,2.0,-1.0,unknown,no
56,services,divorced,secondary,no,476.0,no,no,cellular,11.0,aug,67.0,7.0,-1.0,unknown,no
56,unknown,married,unknown,no,15088.0,no,no,cellular,11.0,aug,179.0,4.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,2395.0,no,no,cellular,12.0,aug,150.0,2.0,-1.0,unknown,no
56,retired,married,secondary,no,-113.0,yes,yes,cellular,12.0,aug,614.0,2.0,-1.0,unknown,no
56,retired,married,tertiary,no,3616.0,no,yes,cellular,12.0,aug,63.0,2.0,-1.0,unknown,no
56,admin.,married,unknown,no,1167.0,no,no,cellular,12.0,aug,465.0,9.0,-1.0,unknown,no
56,admin.,married,unknown,no,681.0,no,no,cellular,13.0,aug,900.0,2.0,-1.0,unknown,no
56,services,married,secondary,no,0.0,no,no,cellular,13.0,aug,112.0,4.0,-1.0,unknown,no
56,admin.,married,unknown,no,1784.0,no,no,cellular,13.0,aug,71.0,2.0,-1.0,unknown,no
56,housemaid,married,primary,no,19.0,no,no,cellular,13.0,aug,111.0,2.0,-1.0,unknown,no
56,technician,divorced,secondary,no,1561.0,no,no,cellular,13.0,aug,75.0,1.0,-1.0,unknown,no
56,management,married,tertiary,no,16377.0,no,no,cellular,13.0,aug,107.0,8.0,-1.0,unknown,no
56,blue-collar,married,primary,no,397.0,yes,no,cellular,13.0,aug,240.0,2.0,-1.0,unknown,no
56,blue-collar,married,primary,no,379.0,no,no,cellular,13.0,aug,58.0,5.0,-1.0,unknown,no
56,technician,married,secondary,no,2065.0,no,no,cellular,14.0,aug,71.0,2.0,-1.0,unknown,no
56,entrepreneur,divorced,secondary,no,179.0,no,no,cellular,14.0,aug,47.0,2.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,1119.0,yes,no,cellular,14.0,aug,265.0,2.0,-1.0,unknown,no
56,blue-collar,married,primary,no,8163.0,no,no,cellular,14.0,aug,1231.0,4.0,-1.0,unknown,yes
56,blue-collar,married,primary,no,2442.0,no,yes,cellular,18.0,aug,111.0,7.0,-1.0,unknown,no
56,services,married,secondary,no,4914.0,no,no,cellular,18.0,aug,70.0,4.0,-1.0,unknown,no
56,blue-collar,married,primary,no,3206.0,no,no,cellular,18.0,aug,129.0,3.0,-1.0,unknown,no
56,admin.,divorced,secondary,no,985.0,no,yes,cellular,18.0,aug,150.0,2.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,324.0,no,no,cellular,18.0,aug,213.0,5.0,-1.0,unknown,no
56,blue-collar,married,unknown,no,0.0,no,no,cellular,18.0,aug,82.0,3.0,-1.0,unknown,no
56,retired,married,primary,no,63.0,no,no,cellular,19.0,aug,122.0,2.0,-1.0,unknown,no
56,retired,married,secondary,no,74.0,no,no,cellular,19.0,aug,144.0,2.0,-1.0,unknown,no
56,retired,married,secondary,no,20.0,no,yes,cellular,19.0,aug,153.0,3.0,-1.0,unknown,no
56,admin.,married,secondary,no,33.0,yes,no,cellular,19.0,aug,97.0,2.0,-1.0,unknown,no
56,management,married,tertiary,no,1282.0,no,no,cellular,19.0,aug,323.0,4.0,-1.0,unknown,no
56,management,married,tertiary,no,982.0,no,no,cellular,19.0,aug,113.0,6.0,-1.0,unknown,no
56,technician,married,secondary,no,64.0,no,no,cellular,19.0,aug,35.0,4.0,-1.0,unknown,no
56,management,married,tertiary,no,0.0,no,no,cellular,19.0,aug,486.0,4.0,-1.0,unknown,no
56,technician,divorced,secondary,no,5.0,no,no,cellular,19.0,aug,98.0,1.0,-1.0,unknown,no
56,self-employed,married,unknown,no,0.0,no,no,cellular,19.0,aug,130.0,1.0,-1.0,unknown,no
56,technician,married,secondary,no,1750.0,no,no,cellular,19.0,aug,629.0,7.0,-1.0,unknown,no
56,housemaid,married,primary,no,605.0,no,no,cellular,19.0,aug,207.0,6.0,-1.0,unknown,no
56,blue-collar,married,primary,no,2324.0,yes,no,telephone,19.0,aug,132.0,4.0,-1.0,unknown,no
56,admin.,married,secondary,no,374.0,no,no,cellular,20.0,aug,193.0,4.0,-1.0,unknown,no
56,retired,married,primary,no,681.0,no,no,cellular,20.0,aug,204.0,4.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,300.0,no,no,cellular,20.0,aug,184.0,3.0,-1.0,unknown,no
56,services,married,secondary,no,9.0,no,yes,cellular,20.0,aug,285.0,2.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,385.0,no,no,cellular,20.0,aug,210.0,3.0,-1.0,unknown,no
56,technician,married,tertiary,no,73.0,no,no,cellular,21.0,aug,644.0,4.0,-1.0,unknown,yes
56,management,married,tertiary,no,502.0,no,no,cellular,21.0,aug,321.0,2.0,-1.0,unknown,no
56,retired,married,secondary,no,415.0,no,no,cellular,22.0,aug,158.0,2.0,-1.0,unknown,no
56,management,married,tertiary,no,4889.0,no,no,cellular,22.0,aug,705.0,4.0,-1.0,unknown,no
56,admin.,married,secondary,no,150.0,no,no,cellular,22.0,aug,105.0,1.0,-1.0,unknown,no
56,management,single,tertiary,no,3694.0,no,no,cellular,25.0,aug,57.0,4.0,-1.0,unknown,no
56,management,married,tertiary,no,154.0,no,no,cellular,25.0,aug,454.0,6.0,-1.0,unknown,no
56,services,married,secondary,no,17.0,no,yes,cellular,25.0,aug,342.0,5.0,-1.0,unknown,no
56,housemaid,married,primary,no,0.0,no,no,cellular,26.0,aug,102.0,2.0,-1.0,unknown,no
56,technician,married,tertiary,no,272.0,no,no,cellular,26.0,aug,103.0,2.0,-1.0,unknown,no
56,technician,divorced,secondary,no,0.0,no,no,cellular,26.0,aug,471.0,8.0,-1.0,unknown,no
56,self-employed,married,tertiary,no,719.0,no,no,cellular,27.0,aug,236.0,2.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,605.0,no,yes,cellular,27.0,aug,157.0,6.0,-1.0,unknown,no
56,management,divorced,tertiary,no,321.0,no,no,cellular,27.0,aug,49.0,4.0,-1.0,unknown,no
56,technician,married,secondary,no,4073.0,no,no,cellular,27.0,aug,239.0,5.0,-1.0,unknown,no
56,retired,married,primary,yes,-123.0,no,yes,cellular,28.0,aug,146.0,3.0,-1.0,unknown,no
56,retired,married,primary,no,556.0,yes,no,cellular,28.0,aug,102.0,4.0,-1.0,unknown,no
56,management,married,tertiary,no,2925.0,no,no,cellular,29.0,aug,133.0,6.0,-1.0,unknown,no
56,management,married,tertiary,no,67.0,no,yes,cellular,29.0,aug,88.0,2.0,-1.0,unknown,no
56,services,married,unknown,no,628.0,no,no,cellular,29.0,aug,96.0,2.0,-1.0,unknown,no
56,retired,married,secondary,no,4577.0,no,no,cellular,29.0,aug,133.0,2.0,-1.0,unknown,no
56,technician,married,secondary,no,589.0,yes,no,unknown,23.0,oct,518.0,1.0,147.0,success,yes
56,technician,married,secondary,no,6619.0,yes,no,telephone,4.0,nov,465.0,1.0,-1.0,unknown,yes
56,management,married,tertiary,no,6798.0,yes,no,cellular,17.0,nov,250.0,1.0,-1.0,unknown,no
56,management,married,tertiary,no,5282.0,no,no,cellular,17.0,nov,113.0,1.0,-1.0,unknown,no
56,retired,married,secondary,no,2749.0,yes,yes,cellular,17.0,nov,38.0,1.0,172.0,failure,no
56,retired,married,secondary,no,450.0,no,no,telephone,17.0,nov,16.0,1.0,-1.0,unknown,no
56,management,married,primary,no,-155.0,yes,no,cellular,17.0,nov,282.0,1.0,-1.0,unknown,no
56,management,divorced,tertiary,no,2126.0,yes,no,cellular,17.0,nov,131.0,1.0,-1.0,unknown,no
56,technician,divorced,secondary,no,689.0,yes,no,cellular,17.0,nov,110.0,1.0,103.0,failure,no
56,management,married,tertiary,no,2551.0,yes,no,cellular,17.0,nov,150.0,2.0,-1.0,unknown,no
56,admin.,married,secondary,no,1270.0,yes,no,cellular,17.0,nov,80.0,2.0,165.0,other,no
56,management,married,primary,no,13.0,no,no,cellular,17.0,nov,240.0,1.0,-1.0,unknown,no
56,management,divorced,tertiary,no,968.0,no,no,cellular,17.0,nov,105.0,1.0,-1.0,unknown,no
56,management,divorced,tertiary,no,2096.0,no,no,cellular,17.0,nov,209.0,2.0,-1.0,unknown,no
56,management,married,tertiary,no,935.0,yes,no,cellular,17.0,nov,140.0,1.0,-1.0,unknown,no
56,management,married,tertiary,no,0.0,no,no,cellular,17.0,nov,194.0,1.0,-1.0,unknown,no
56,services,divorced,primary,no,588.0,no,no,cellular,17.0,nov,303.0,2.0,-1.0,unknown,no
56,management,divorced,tertiary,no,722.0,no,no,cellular,17.0,nov,218.0,2.0,-1.0,unknown,no
56,management,married,tertiary,no,505.0,yes,yes,cellular,17.0,nov,171.0,1.0,172.0,failure,no
56,management,single,primary,no,109.0,no,yes,telephone,17.0,nov,124.0,1.0,129.0,other,no
56,housemaid,married,primary,no,1168.0,no,no,telephone,17.0,nov,673.0,2.0,-1.0,unknown,no
56,management,single,secondary,no,237.0,yes,no,telephone,17.0,nov,117.0,3.0,131.0,failure,no
56,admin.,divorced,secondary,no,3337.0,yes,no,telephone,17.0,nov,99.0,3.0,-1.0,unknown,no
56,services,married,secondary,no,1150.0,no,yes,cellular,17.0,nov,107.0,1.0,117.0,failure,no
56,management,single,tertiary,no,1092.0,yes,yes,cellular,17.0,nov,176.0,3.0,186.0,failure,no
56,self-employed,divorced,primary,no,97.0,no,yes,telephone,17.0,nov,215.0,1.0,-1.0,unknown,no
56,management,married,secondary,no,0.0,no,no,telephone,18.0,nov,189.0,1.0,-1.0,unknown,no
56,self-employed,divorced,secondary,no,0.0,no,no,cellular,18.0,nov,348.0,1.0,-1.0,unknown,no
56,technician,married,secondary,no,589.0,yes,no,cellular,18.0,nov,208.0,1.0,26.0,success,no
56,management,married,tertiary,no,1388.0,no,no,cellular,18.0,nov,132.0,1.0,-1.0,unknown,no
56,management,married,tertiary,no,664.0,no,yes,cellular,18.0,nov,71.0,1.0,-1.0,unknown,no
56,management,married,primary,no,-346.0,no,yes,cellular,18.0,nov,84.0,1.0,-1.0,unknown,no
56,admin.,divorced,secondary,no,0.0,no,no,cellular,18.0,nov,100.0,1.0,154.0,failure,no
56,management,married,tertiary,no,15520.0,no,no,cellular,18.0,nov,420.0,1.0,-1.0,unknown,no
56,technician,married,secondary,no,803.0,no,no,cellular,18.0,nov,432.0,2.0,-1.0,unknown,no
56,technician,single,tertiary,no,12539.0,no,no,cellular,18.0,nov,259.0,1.0,-1.0,unknown,no
56,retired,married,secondary,no,728.0,no,no,cellular,18.0,nov,163.0,2.0,110.0,failure,no
56,management,married,tertiary,no,1390.0,yes,no,cellular,18.0,nov,543.0,1.0,-1.0,unknown,yes
56,retired,married,tertiary,no,839.0,no,yes,cellular,18.0,nov,630.0,1.0,187.0,other,no
56,retired,divorced,secondary,no,1886.0,yes,no,cellular,19.0,nov,682.0,1.0,-1.0,unknown,no
56,management,married,secondary,no,238.0,yes,no,cellular,19.0,nov,808.0,1.0,-1.0,unknown,no
56,management,married,tertiary,no,705.0,no,no,cellular,19.0,nov,164.0,2.0,-1.0,unknown,no
56,retired,single,tertiary,no,352.0,no,no,cellular,19.0,nov,198.0,1.0,-1.0,unknown,no
56,unemployed,married,primary,no,107.0,yes,no,cellular,19.0,nov,149.0,1.0,-1.0,unknown,no
56,admin.,married,secondary,no,33.0,no,yes,cellular,19.0,nov,111.0,1.0,-1.0,unknown,no
56,services,married,primary,no,444.0,yes,no,cellular,19.0,nov,88.0,1.0,166.0,failure,no
56,self-employed,married,tertiary,yes,0.0,no,no,cellular,19.0,nov,122.0,1.0,-1.0,unknown,no
56,admin.,divorced,secondary,no,-429.0,no,yes,cellular,19.0,nov,120.0,2.0,119.0,failure,no
56,admin.,married,secondary,no,0.0,yes,no,telephone,19.0,nov,154.0,2.0,-1.0,unknown,no
56,blue-collar,divorced,primary,no,7396.0,yes,no,cellular,19.0,nov,115.0,2.0,-1.0,unknown,no
56,management,married,tertiary,no,3610.0,yes,no,cellular,19.0,nov,162.0,4.0,-1.0,unknown,no
56,technician,single,secondary,no,751.0,yes,no,cellular,19.0,nov,85.0,5.0,-1.0,unknown,no
56,entrepreneur,married,secondary,no,196.0,no,no,cellular,19.0,nov,312.0,3.0,-1.0,unknown,no
56,management,divorced,tertiary,no,382.0,no,no,cellular,19.0,nov,117.0,2.0,-1.0,unknown,no
56,admin.,married,unknown,no,1933.0,no,no,telephone,19.0,nov,44.0,2.0,-1.0,unknown,no
56,management,married,tertiary,no,0.0,no,no,cellular,19.0,nov,844.0,2.0,-1.0,unknown,no
56,management,married,tertiary,no,412.0,no,no,telephone,20.0,nov,179.0,6.0,-1.0,unknown,no
56,management,married,primary,no,772.0,yes,no,telephone,20.0,nov,291.0,1.0,-1.0,unknown,no
56,management,married,tertiary,no,424.0,yes,yes,cellular,20.0,nov,113.0,5.0,-1.0,unknown,no
56,technician,divorced,tertiary,no,401.0,yes,no,telephone,20.0,nov,26.0,1.0,-1.0,unknown,no
56,technician,married,secondary,no,23.0,no,no,cellular,20.0,nov,857.0,3.0,-1.0,unknown,yes
56,management,married,tertiary,no,1803.0,no,no,cellular,20.0,nov,305.0,2.0,-1.0,unknown,no
56,blue-collar,divorced,primary,no,285.0,no,yes,cellular,20.0,nov,73.0,1.0,-1.0,unknown,no
56,retired,married,primary,no,1448.0,yes,yes,telephone,20.0,nov,16.0,1.0,-1.0,unknown,no
56,blue-collar,divorced,primary,no,12.0,no,no,cellular,20.0,nov,282.0,2.0,135.0,failure,no
56,services,married,secondary,no,4763.0,yes,no,telephone,20.0,nov,233.0,4.0,115.0,failure,no
56,technician,single,secondary,no,1437.0,yes,no,cellular,20.0,nov,367.0,8.0,-1.0,unknown,no
56,services,married,secondary,no,22196.0,yes,no,cellular,21.0,nov,189.0,1.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,2583.0,no,no,cellular,21.0,nov,70.0,1.0,-1.0,unknown,no
56,entrepreneur,married,tertiary,no,16125.0,no,no,telephone,21.0,nov,167.0,1.0,-1.0,unknown,no
56,housemaid,married,primary,no,445.0,no,no,cellular,21.0,nov,13.0,6.0,-1.0,unknown,no
56,management,married,secondary,no,2811.0,no,no,cellular,21.0,nov,150.0,2.0,-1.0,unknown,no
56,entrepreneur,divorced,tertiary,no,386.0,no,no,cellular,21.0,nov,65.0,4.0,-1.0,unknown,no
56,blue-collar,divorced,secondary,no,9898.0,yes,no,cellular,21.0,nov,147.0,3.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,1521.0,yes,yes,cellular,21.0,nov,19.0,2.0,179.0,other,no
56,unemployed,married,secondary,no,-246.0,no,yes,cellular,28.0,jan,461.0,2.0,204.0,failure,no
56,admin.,divorced,secondary,no,3869.0,no,no,cellular,28.0,jan,79.0,1.0,-1.0,unknown,no
56,technician,single,tertiary,no,-528.0,no,no,cellular,28.0,jan,290.0,2.0,184.0,failure,no
56,management,single,tertiary,no,545.0,yes,no,cellular,29.0,jan,86.0,1.0,-1.0,unknown,no
56,blue-collar,married,primary,no,420.0,yes,no,cellular,29.0,jan,129.0,1.0,265.0,failure,no
56,entrepreneur,married,primary,no,84.0,no,no,cellular,29.0,jan,184.0,2.0,-1.0,unknown,no
56,management,single,tertiary,no,6507.0,yes,yes,cellular,29.0,jan,134.0,1.0,196.0,failure,no
56,entrepreneur,divorced,primary,no,29.0,no,no,cellular,29.0,jan,52.0,2.0,227.0,failure,no
56,housemaid,married,primary,no,2666.0,yes,yes,cellular,29.0,jan,94.0,2.0,-1.0,unknown,no
56,entrepreneur,single,tertiary,no,1745.0,yes,no,cellular,30.0,jan,374.0,4.0,-1.0,unknown,no
56,management,married,tertiary,no,4.0,yes,yes,cellular,30.0,jan,299.0,1.0,2.0,other,no
56,unemployed,married,secondary,no,670.0,no,no,cellular,30.0,jan,86.0,1.0,-1.0,unknown,no
56,services,married,secondary,no,642.0,yes,no,cellular,30.0,jan,16.0,1.0,2.0,other,no
56,technician,married,primary,no,314.0,yes,yes,cellular,30.0,jan,108.0,2.0,2.0,other,no
56,retired,married,secondary,no,1454.0,no,no,telephone,30.0,jan,479.0,1.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,2190.0,no,yes,cellular,30.0,jan,90.0,2.0,232.0,failure,no
56,unemployed,married,secondary,no,972.0,no,no,cellular,30.0,jan,52.0,2.0,-1.0,unknown,no
56,services,divorced,secondary,no,218.0,yes,no,cellular,2.0,feb,113.0,2.0,249.0,failure,no
56,unemployed,married,secondary,no,0.0,no,no,telephone,2.0,feb,492.0,1.0,-1.0,unknown,yes
56,management,married,tertiary,no,363.0,no,no,cellular,2.0,feb,49.0,1.0,-1.0,unknown,no
56,technician,married,secondary,no,778.0,no,no,cellular,2.0,feb,315.0,2.0,208.0,failure,no
56,blue-collar,married,secondary,no,659.0,yes,no,cellular,2.0,feb,148.0,1.0,188.0,failure,no
56,entrepreneur,married,secondary,no,5838.0,no,no,cellular,2.0,feb,116.0,2.0,230.0,failure,no
56,blue-collar,married,primary,no,151.0,no,no,cellular,3.0,feb,128.0,1.0,-1.0,unknown,no
56,management,married,primary,no,0.0,no,no,cellular,3.0,feb,996.0,1.0,-1.0,unknown,yes
56,unemployed,married,primary,no,5496.0,yes,no,cellular,3.0,feb,330.0,3.0,-1.0,unknown,no
56,self-employed,married,tertiary,no,350.0,no,no,cellular,3.0,feb,83.0,3.0,-1.0,unknown,no
56,management,married,tertiary,no,2366.0,yes,yes,cellular,3.0,feb,538.0,2.0,188.0,failure,no
56,unemployed,divorced,primary,no,802.0,no,no,telephone,3.0,feb,258.0,2.0,-1.0,unknown,no
56,blue-collar,married,primary,no,284.0,no,yes,telephone,3.0,feb,124.0,4.0,204.0,failure,no
56,management,married,secondary,no,145.0,no,no,cellular,4.0,feb,224.0,1.0,-1.0,unknown,no
56,blue-collar,married,primary,no,115.0,no,no,telephone,4.0,feb,111.0,1.0,-1.0,unknown,no
56,technician,married,primary,no,284.0,no,no,cellular,4.0,feb,177.0,1.0,197.0,failure,no
56,management,divorced,tertiary,no,2189.0,no,no,cellular,4.0,feb,180.0,1.0,-1.0,unknown,no
56,unemployed,married,primary,no,122.0,no,no,cellular,4.0,feb,72.0,2.0,-1.0,unknown,no
56,management,married,primary,no,199.0,yes,yes,cellular,4.0,feb,331.0,2.0,209.0,failure,no
56,management,married,tertiary,no,856.0,yes,yes,cellular,4.0,feb,70.0,4.0,7.0,other,no
56,admin.,married,unknown,no,1848.0,yes,no,cellular,4.0,feb,147.0,2.0,260.0,failure,no
56,unemployed,single,primary,no,1110.0,no,no,cellular,4.0,feb,945.0,2.0,-1.0,unknown,yes
56,management,married,tertiary,no,-762.0,yes,yes,cellular,4.0,feb,19.0,10.0,7.0,other,no
56,retired,married,secondary,no,5737.0,no,no,cellular,5.0,feb,11.0,5.0,-1.0,unknown,no
56,management,married,tertiary,no,3172.0,yes,no,cellular,5.0,feb,139.0,1.0,-1.0,unknown,no
56,retired,married,tertiary,no,478.0,no,no,cellular,5.0,feb,97.0,1.0,-1.0,unknown,no
56,management,married,tertiary,no,14344.0,yes,no,cellular,5.0,feb,358.0,1.0,-1.0,unknown,no
56,blue-collar,single,secondary,no,1187.0,yes,no,cellular,5.0,feb,47.0,2.0,-1.0,unknown,no
56,technician,divorced,secondary,no,1480.0,yes,yes,cellular,5.0,feb,576.0,1.0,-1.0,unknown,no
56,blue-collar,married,secondary,no,121.0,no,no,cellular,5.0,feb,151.0,1.0,-1.0,unknown,no
56,unemployed,divorced,primary,no,1770.0,no,no,cellular,5.0,feb,916.0,3.0,-1.0,unknown,no
56,admin.,married,secondary,no,1554.0,yes,yes,cellular,6.0,feb,15.0,6.0,190.0,other,no
56,retired,married,secondary,no,488.0,no,no,telephone,6.0,feb,146.0,4.0,-1.0,unknown,no
56,blue-collar,divorced,secondary,no,2780.0,yes,no,telephone,6.0,feb,81.0,3.0,-1.0,unknown,no
56,management,married,tertiary,no,616.0,no,no,cellular,6.0,feb,156.0,1.0,-1.0,unknown,yes
56,technician,single,primary,no,145.0,yes,no,telephone,6.0,feb,124.0,2.0,9.0,other,no
56,entrepreneur,married,secondary,no,1272.0,no,no,cellular,6.0,feb,290.0,2.0,-1.0,unknown,no
56,technician,divorced,secondary,no,0.0,yes,no,cellular,9.0,feb,139.0,5.0,265.0,failure,no
56,management,divorced,tertiary,no,505.0,no,no,cellular,9.0,feb,108.0,2.0,199.0,other,no
56,management,divorced,tertiary,no,722.0,no,no,cellular,19.0,feb,134.0,3.0,94.0,failure,no
56,services,divorced,secondary,no,935.0,no,no,cellular,26.0,feb,112.0,1.0,227.0,failure,no
56,retired,married,tertiary,no,281.0,no,no,cellular,3.0,mar,96.0,2.0,-1.0,unknown,yes
56,management,married,secondary,no,1928.0,no,no,cellular,16.0,mar,61.0,6.0,115.0,failure,no
56,management,married,tertiary,no,480.0,yes,no,telephone,2.0,apr,173.0,2.0,-1.0,unknown,no
56,admin.,married,primary,no,0.0,yes,no,cellular,3.0,apr,353.0,2.0,227.0,failure,no
56,retired,married,secondary,no,3948.0,no,no,cellular,3.0,apr,484.0,1.0,135.0,failure,no
56,management,married,tertiary,no,167.0,yes,no,telephone,7.0,apr,189.0,1.0,-1.0,unknown,no
56,technician,married,primary,no,1232.0,no,no,cellular,7.0,apr,44.0,1.0,-1.0,unknown,no
56,technician,married,secondary,no,2847.0,no,no,cellular,8.0,apr,327.0,1.0,-1.0,unknown,yes
56,technician,married,tertiary,no,655.0,yes,yes,cellular,8.0,apr,326.0,1.0,-1.0,unknown,no
56,blue-collar,married,primary,no,247.0,no,no,telephone,9.0,apr,126.0,4.0,-1.0,unknown,no
56,blue-collar,married,primary,no,2765.0,no,no,cellular,13.0,apr,222.0,3.0,-1.0,unknown,no
56,technician,married,secondary,no,3931.0,no,no,cellular,14.0,apr,115.0,1.0,-1.0,unknown,no
56,services,divorced,secondary,no,6101.0,no,no,cellular,14.0,apr,422.0,4.0,-1.0,unknown,no
56,blue-collar,married,primary,no,3498.0,no,no,cellular,15.0,apr,264.0,2.0,-1.0,unknown,yes
56,blue-collar,single,secondary,no,6483.0,yes,no,cellular,16.0,apr,125.0,2.0,-1.0,unknown,no
56,admin.,married,secondary,no,51.0,yes,yes,cellular,16.0,apr,75.0,1.0,-1.0,unknown,no
56,retired,married,secondary,no,3738.0,yes,no,cellular,17.0,apr,156.0,1.0,305.0,other,yes
